encode,Class
"[115, 107, 32, 61, 32, 101, 46, 115, 104, 105, 102, 116, 75, 101, 121, 63, 101, 46, 115, 104, 105, 102, 116, 75, 101, 121, 58, 40, 40, 107, 99, 32, 61, 61, 32, 49, 54, 41, 63, 116, 114, 117, 101, 58, 102, 97, 108, 115, 101, 41, 59]",1
"[102, 117, 110, 99, 116, 105, 111, 110, 32, 101, 100, 84, 111, 111, 108, 98, 97, 114, 40, 111, 98, 106, 41, 13, 10, 123, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 98, 111, 108, 100, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 98, 111, 108, 100, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 98, 93, 39, 44, 39, 91, 47, 98, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 105, 116, 97, 108, 105, 99, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 105, 116, 97, 108, 105, 99, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 105, 93, 39, 44, 39, 91, 47, 105, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 113, 117, 111, 116, 101, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 113, 117, 111, 116, 101, 49, 46, 112]",1
"[110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 62, 39, 44, 39, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 117, 110, 100, 101, 114, 108, 105, 110, 101, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 117, 110, 100, 101, 114, 108, 105, 110, 101, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 32, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 117, 93, 39, 44, 39, 91, 47, 117, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 111, 118, 101, 114, 108, 105, 110, 101, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 111, 118, 101, 114, 108, 105, 110, 101, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 32, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 111, 93, 39, 44, 39, 91, 47, 111, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 115, 112, 111, 105, 108, 101, 114, 92, 34, 62, 60, 105, 109]",1
"[103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 115, 112, 111, 105, 108, 101, 114, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 115, 112, 111, 105, 108, 101, 114, 93, 39, 44, 39, 91, 47, 115, 112, 111, 105, 108, 101, 114, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 115, 116, 114, 105, 107, 101, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 115, 116, 114, 105, 107, 101, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 115, 93, 39, 44, 39, 91, 47, 115, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 115, 117, 112, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 115, 117, 112, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 32, 32, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 115, 117, 112, 93, 39, 44, 39, 91, 47, 115, 117, 112, 93, 39, 44, 39, 34, 32, 43, 32, 111]",1
"[98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 115, 112, 97, 110, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 95, 115, 117, 98, 92, 34, 62, 60, 105, 109, 103, 32, 99, 108, 97, 115, 115, 61, 92, 34, 109, 97, 114, 107, 117, 112, 92, 34, 32, 115, 114, 99, 61, 92, 34, 47, 105, 99, 111, 110, 115, 47, 109, 97, 114, 107, 117, 112, 95, 98, 117, 116, 116, 111, 110, 115, 47, 112, 104, 111, 116, 111, 110, 47, 115, 117, 98, 46, 112, 110, 103, 92, 34, 32, 116, 105, 116, 108, 101, 61, 92, 34, 32, 32, 92, 34, 32, 111, 110, 67, 108, 105, 99, 107, 61, 92, 34, 100, 111, 65, 100, 100, 84, 97, 103, 115, 40, 39, 91, 115, 117, 98, 93, 39, 44, 39, 91, 47, 115, 117, 98, 93, 39, 44, 39, 34, 32, 43, 32, 111, 98, 106, 32, 43, 32, 34, 39, 41, 92, 34, 62, 60, 47, 115, 112, 97, 110, 62, 34, 41, 59, 13, 10, 9, 100, 111, 99, 117, 109, 101, 110, 116, 46, 119, 114, 105, 116, 101, 40, 34, 60, 98, 114, 62, 34, 41, 59, 13, 10, 125]",1
"[105, 102, 32, 40, 33, 36, 40, 39, 35, 101, 110, 97, 98, 108, 101, 45, 99, 111, 110, 116, 105, 110, 105, 111, 117, 115, 39, 41, 46, 105, 115, 40, 39, 58, 99, 104, 101, 99, 107, 101, 100, 39, 41, 32, 38, 38, 32, 36, 40, 39, 35, 101, 110, 97, 98, 108, 101, 45, 99, 111, 110, 116, 105, 110, 105, 111, 117, 115, 39, 41, 46, 105, 115, 40, 39, 58, 99, 104, 101, 99, 107, 101, 100, 39, 41, 41, 32, 123, 13, 10, 9, 46, 46, 46, 13, 10, 125, 32, 101, 108, 115, 101, 32, 123, 13, 10, 9, 46, 46, 46, 13, 10, 125]",1
"[60, 83, 67, 82, 73, 80, 84, 32, 108, 97, 110, 103, 117, 97, 103, 101, 61, 34, 74, 97, 118, 97, 83, 99, 114, 105, 112, 116, 34, 32, 116, 121, 112, 101, 61, 34, 116, 101, 120, 116, 47, 106, 97, 118, 97, 115, 99, 114, 105, 112, 116, 34, 62, 13, 10, 32, 32, 60, 33, 45, 45, 13, 10, 32, 32, 118, 97, 114, 32, 105, 109, 32, 61, 32, 110, 101, 119, 32, 65, 114, 114, 97, 121, 40, 34, 110, 101, 119, 115, 34, 44, 32, 34, 105, 110, 102, 111, 34, 44, 32, 34, 112, 114, 111, 100, 117, 99, 116, 105, 111, 110, 34, 44, 32, 34, 101, 99, 111, 108, 111, 103, 121, 34, 44, 32, 34, 115, 111, 99, 105, 97, 108, 34, 44, 32, 34, 102, 114, 105, 101, 110, 100, 115, 34, 41, 59, 13, 10, 32, 32, 118, 97, 114, 32, 105, 109, 103, 32, 61, 32, 110, 101, 119, 32, 79, 98, 106, 101, 99, 116, 40, 41, 59, 13, 10, 32, 32, 102, 111, 114, 32, 40, 118, 97, 114, 32, 105, 61, 48, 59, 32, 105, 60, 61, 53, 59, 32, 105, 43, 43, 41, 32, 123, 13, 10, 32, 32, 32, 101, 118, 97, 108, 40, 34, 105, 109, 103, 46, 34, 32, 43, 32, 105, 109, 91, 105, 93, 32, 43, 32, 34, 61, 32, 110, 101, 119, 32, 73, 109, 97, 103, 101, 40, 41, 34, 41, 59, 13, 10, 32, 32, 32, 101, 118, 97, 108, 40, 34, 105, 109, 103, 46, 34, 32, 43, 32, 105, 109, 91, 105, 93, 32, 43, 32, 34, 95, 61, 32, 110, 101, 119, 32, 73, 109, 97, 103, 101, 40, 41, 34, 41, 59, 13, 10, 32, 32, 32, 101, 118, 97, 108, 40, 34, 105, 109, 103, 46, 34, 32, 43, 32, 105, 109, 91, 105, 93, 32, 43, 32, 34, 46, 115, 114, 99, 32, 61, 32, 39, 105, 109, 97, 103, 101, 115, 47, 99, 95, 109, 101, 110, 117, 95, 34, 32, 43, 32, 105, 109, 91, 105, 93, 32, 43, 32, 34, 46, 103, 105, 102, 39, 34, 41, 59, 13, 10, 32, 32, 32, 101, 118, 97, 108, 40, 34, 105, 109, 103, 46, 34, 32, 43, 32, 105, 109, 91, 105, 93, 32, 43, 32, 34, 95, 46, 115, 114, 99, 32, 61, 32, 39, 105, 109, 97, 103, 101, 115, 47, 99, 95, 109, 101, 110, 117, 95, 34, 32, 43, 32, 105, 109, 91, 105, 93, 32, 43, 32, 34, 95, 46, 103, 105, 102, 39, 34, 41, 59, 13, 10, 32, 32, 125, 13, 10, 32, 13, 10, 32, 32, 102, 117, 110, 99, 116, 105, 111, 110, 32, 99, 104, 97, 110, 103, 101, 73, 109, 97, 103, 101, 40, 105, 100, 44, 32, 97, 99, 116, 105, 111, 110, 41, 32, 123, 13, 10, 32, 32, 32, 101, 118, 97, 108, 32, 40, 34, 100, 111, 99, 117, 109, 101]",1
"[110, 116, 46, 105, 109, 97, 103, 101, 115, 91, 39, 34, 32, 43, 32, 105, 100, 32, 43, 32, 34, 39, 93, 46, 115, 114, 99, 61, 105, 109, 103, 46, 34, 32, 43, 32, 105, 100, 32, 43, 32, 97, 99, 116, 105, 111, 110, 32, 43, 32, 34, 46, 115, 114, 99, 34, 41, 59, 13, 10, 32, 32, 125, 13, 10, 32, 32, 47, 47, 45, 45, 62, 13, 10, 32, 60, 47, 83, 67, 82, 73, 80, 84, 62]",1
"[36, 40, 100, 111, 99, 117, 109, 101, 110, 116, 41, 46, 114, 101, 97, 100, 121, 40, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 39, 46, 100, 101, 108, 105, 118, 101, 114, 121, 95, 116, 121, 112, 101, 58, 99, 104, 101, 99, 107, 101, 100, 39, 41, 46, 118, 97, 108, 40, 41, 32, 33, 61, 32, 48, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 118, 97, 114, 32, 100, 101, 108, 105, 118, 101, 114, 121, 32, 61, 32, 36, 40, 39, 46, 100, 101, 108, 105, 118, 101, 114, 121, 95, 116, 121, 112, 101, 58, 99, 104, 101, 99, 107, 101, 100, 39, 41, 46, 118, 97, 108, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 105, 102, 32, 40, 100, 101, 108, 105, 118, 101, 114, 121, 32, 61, 61, 32, 39, 48, 39, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 46, 112, 97, 121, 109, 101, 110, 116, 95, 112, 97, 110, 101, 108, 39, 41, 46, 104, 105, 100, 101, 59, 13, 10, 9, 9, 9, 9, 9, 9, 114, 101, 116, 117, 114, 110, 32, 40, 102, 97, 108, 115, 101, 41, 59, 13, 10, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 36, 40, 39, 46, 100, 101, 108, 105, 118, 101, 114, 121, 95, 116, 121, 112, 101, 39, 41, 46, 99, 104, 97, 110, 103, 101, 40, 102, 117, 110, 99, 116, 105, 111, 110, 40, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 52, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 117, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 56, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 110, 112, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46]",1
"[115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 39, 35, 100, 95, 100, 97, 121, 39, 41, 46, 118, 97, 108, 40, 41, 32, 60, 61, 32, 53, 32, 124, 124, 32, 40, 36, 40, 39, 35, 100, 95, 100, 97, 121, 39, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 53, 32, 38, 38, 32, 36, 40, 39, 35, 100, 95, 116, 105, 109, 101, 39, 41, 46, 118, 97, 108, 40, 41, 32, 60, 32, 49, 53, 41, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 62, 61, 32, 49, 32, 38, 38, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 60, 61, 32, 51, 32, 38, 38, 32, 36, 40, 39, 35, 100, 95, 116, 105, 109, 101, 39, 41, 46, 118, 97, 108, 40, 41, 32, 60, 32, 49, 53, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 49, 49, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 55, 32, 124, 124, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 49, 49, 41, 32, 38, 38, 32, 36, 40, 39, 35, 100, 95, 116, 105, 109, 101, 39, 41, 46, 118, 97, 108, 40, 41, 32, 60, 32, 49, 53, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 50, 49, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 62, 61, 32, 49, 32, 38, 38, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 60]",1
"[61, 32, 51, 32, 38, 38, 32, 36, 40, 39, 35, 100, 95, 116, 105, 109, 101, 39, 41, 46, 118, 97, 108, 40, 41, 32, 62, 61, 32, 49, 53, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 49, 50, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 55, 32, 124, 124, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 49, 49, 41, 32, 38, 38, 32, 36, 40, 39, 35, 100, 95, 116, 105, 109, 101, 39, 41, 46, 118, 97, 108, 40, 41, 32, 62, 61, 32, 49, 53, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 50, 50, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 125, 32, 101, 108, 115, 101, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 39, 35, 100, 95, 100, 97, 121, 39, 41, 46, 118, 97, 108, 40, 41, 32, 60, 32, 55, 32, 124, 124, 32, 40, 36, 40, 39, 35, 100, 95, 100, 97, 121, 39, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 55, 32, 38, 38, 32, 36, 40, 39, 35, 100, 95, 116, 105, 109, 101, 39, 41, 46, 118, 97, 108, 40, 41, 32, 60, 32, 49, 53, 41, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 62, 61, 32, 49, 32, 38, 38, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 60, 61, 32, 51, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109]",1
"[51, 49, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 55, 32, 124, 124, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 49, 49, 41, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 51, 50, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 125, 13, 10, 13, 10, 9, 9, 9, 9, 9, 9, 125, 32, 101, 108, 115, 101, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 62, 61, 32, 49, 32, 38, 38, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 60, 61, 32, 51, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 51, 51, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118, 39, 41, 46, 115, 104, 111, 119, 40, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 125, 13, 10, 9, 9, 9, 9, 9, 9, 9, 105, 102, 32, 40, 40, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 55, 32, 124, 124, 32, 36, 40, 116, 104, 105, 115, 41, 46, 118, 97, 108, 40, 41, 32, 61, 61, 32, 49, 49, 41, 41, 32, 123, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 39, 41, 46, 104, 116, 109, 108, 40, 36, 40, 39, 35, 100, 95, 116, 101, 120, 116, 95, 109, 51, 52, 39, 41, 46, 118, 97, 108, 40, 41, 41, 59, 13, 10, 9, 9, 9, 9, 9, 9, 9, 9, 36, 40, 39, 35, 100, 111, 115, 116, 97, 118]",1
